"Kod";"Nazwa";"rozwody;ogółem;1999;[-]";"rozwody;ogółem;2000;[-]";"rozwody;ogółem;2001;[-]";"rozwody;ogółem;2002;[-]";"rozwody;ogółem;2003;[-]";"rozwody;ogółem;2004;[-]";"rozwody;ogółem;2005;[-]";"rozwody;ogółem;2006;[-]";"rozwody;ogółem;2007;[-]";"rozwody;ogółem;2008;[-]";"rozwody;ogółem;2009;[-]";"rozwody;ogółem;2010;[-]";"rozwody;ogółem;2011;[-]";"rozwody;ogółem;2012;[-]";"rozwody;ogółem;2013;[-]";"rozwody;ogółem;2014;[-]";"rozwody;ogółem;2015;[-]";"rozwody;ogółem;2016;[-]";"rozwody;ogółem;2017;[-]";"rozwody;ogółem;2018;[-]";"rozwody;ogółem;2019;[-]";"rozwody;ogółem;2020;[-]";"rozwody;ogółem;2021;[-]";"rozwody;ogółem;2022;[-]";"rozwody;ogółem;2023;[-]";"rozwody;ogółem;2024;[-]";
0000000;"POLSKA";42020;42770;45308;45414;48632;56332;67578;71912;66586;65475;65345;61300;64594;64432;66132;65761;67296;63497;65257;62843;65341;51164;60687;60162;56892;57463;
