"Kod";"Nazwa";"ogółem;2004;[%]";"ogółem;2005;[%]";"ogółem;2006;[%]";"ogółem;2007;[%]";"ogółem;2008;[%]";"ogółem;2009;[%]";"ogółem;2010;[%]";"ogółem;2011;[%]";"ogółem;2012;[%]";"ogółem;2013;[%]";"ogółem;2014;[%]";"ogółem;2015;[%]";"ogółem;2016;[%]";"ogółem;2017;[%]";"ogółem;2018;[%]";"ogółem;2019;[%]";"ogółem;2020;[%]";"ogółem;2021;[%]";"ogółem;2022;[%]";"ogółem;2023;[%]";"ogółem;2024;[%]";"ogółem;2025;[%]";
0000000;"POLSKA";19,0;17,6;14,8;11,2;9,5;12,1;12,4;12,5;13,4;13,4;11,4;9,7;8,2;6,6;5,8;5,2;6,3;5,8;5,2;5,1;5,1;;
